<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2012.02.09	1.07405	1.07646	1.07144	1.07296	84921	0	11
2012.02.10	1.07293	1.07293	1.06594	1.06888	83018	1719800000	6
2012.02.13	1.07080	1.07487	1.06917	1.07221	82156	0	50
2012.02.14	1.07218	1.07233	1.06430	1.06736	84746	0	50
2012.02.15	1.06738	1.07118	1.06663	1.06869	92181	0	50
2012.02.16	1.06871	1.07323	1.06799	1.07103	88009	0	80
2012.02.17	1.07102	1.07459	1.06414	1.06414	76804	1921700000	12
2012.02.20	1.06947	1.07207	1.06660	1.06673	63208	0	50
2012.02.21	1.06671	1.06759	1.06106	1.06112	85788	285000000	14
2012.02.22	1.06111	1.06442	1.05933	1.06237	79594	0	80
2012.02.23	1.06234	1.07035	1.06040	1.06958	73990	0	18
2012.02.24	1.06959	1.07169	1.06677	1.06677	68135	1645870000	9
2012.02.27	1.07020	1.07632	1.06638	1.07309	75768	0	50
2012.02.28	1.07309	1.07383	1.07029	1.07135	70546	254000000	12
2012.02.29	1.07133	1.07454	1.06034	1.06119	82630	155500000	23
2012.03.01	1.06118	1.06533	1.06012	1.06450	78516	0	50
2012.03.02	1.06449	1.06509	1.06002	1.06021	66504	1556500000	10
2012.03.05	1.06192	1.06307	1.05936	1.06055	67296	0	50
2012.03.06	1.06054	1.06188	1.05463	1.05585	78042	0	50
2012.03.07	1.05587	1.05807	1.05195	1.05528	70544	0	50
2012.03.08	1.05527	1.06123	1.05158	1.05399	73667	0	50
2012.03.09	1.05403	1.05466	1.04616	1.04716	72130	2899600000	12
2012.03.12	1.04658	1.04702	1.04032	1.04364	66594	0	50
2012.03.13	1.04356	1.04534	1.03961	1.04230	68623	0	50
2012.03.14	1.04227	1.04300	1.03348	1.03670	69871	54000000	20
2012.03.15	1.03671	1.04630	1.03600	1.04302	73498	0	50
2012.03.16	1.04303	1.05058	1.04293	1.04922	62748	3358100000	17
2012.03.19	1.05075	1.05180	1.04580	1.04627	60813	0	50
2012.03.20	1.04625	1.04852	1.03816	1.03853	69389	0	50
2012.03.21	1.03851	1.04083	1.03429	1.03686	70268	0	50
2012.03.22	1.03685	1.03873	1.03077	1.03845	74963	0	50
2012.03.23	1.03843	1.04675	1.03758	1.04375	71014	3141500000	12
2012.03.26	1.04464	1.04833	1.04136	1.04437	69075	0	50
2012.03.27	1.04436	1.04503	1.03980	1.04025	63194	585500000	7
2012.03.28	1.04024	1.04071	1.03186	1.03715	75666	58000000	20
2012.03.29	1.03714	1.03773	1.03095	1.03406	81146	1570000000	23
2012.03.30	1.03404	1.03811	1.03014	1.03223	75862	7757500000	24
2012.04.02	1.03950	1.03961	1.03085	1.03085	68326	0	45
2012.04.03	1.03085	1.03475	1.02177	1.02329	81011	0	45
2012.04.04	1.02328	1.02363	1.01814	1.02213	80887	864000000	7
2012.04.05	1.02210	1.02752	1.01995	1.02300	72385	0	45
2012.04.06	1.02300	1.02936	1.02112	1.02498	41639	2914200000	45
2012.04.09	1.02642	1.02981	1.02276	1.02759	48191	0	45
2012.04.10	1.02756	1.03061	1.02574	1.02940	78303	0	45
2012.04.11	1.02939	1.03466	1.02727	1.03387	75380	0	13
2012.04.12	1.03389	1.04064	1.03343	1.03790	75170	0	45
2012.04.13	1.03791	1.03888	1.03299	1.03594	74797	3001900000	21
2012.04.16	1.03535	1.03757	1.03088	1.03499	73800	0	45
2012.04.17	1.03499	1.03555	1.02502	1.02899	69126	0	45
2012.04.18	1.02900	1.02950	1.02448	1.02631	67269	0	45
2012.04.19	1.02633	1.02877	1.02461	1.02804	71922	0	45
2012.04.20	1.02806	1.03031	1.02511	1.02924	66593	3714400000	23
2012.04.23	1.02942	1.03101	1.02121	1.02184	61116	0	45
2012.04.24	1.02187	1.02391	1.01531	1.01887	68096	0	17
2012.04.25	1.01887	1.02050	1.01547	1.01909	66629	0	45
2012.04.26	1.01907	1.02354	1.01703	1.02211	64904	0	45
2012.04.27	1.02208	1.02729	1.02131	1.02615	66150	3153500000	26
2012.04.30	1.02541	1.02988	1.02276	1.02891	55869	0	45
2012.05.01	1.02891	1.02982	1.01680	1.01795	52758	0	45
2012.05.02	1.01794	1.02053	1.01650	1.01848	62133	0	45
2012.05.03	1.01847	1.01857	1.01101	1.01448	63727	0	45
2012.05.04	1.01449	1.01518	1.01011	1.01188	65700	4360100000	26
2012.05.07	1.01000	1.01578	1.00839	1.01282	68060	0	45
2012.05.08	1.01284	1.01383	1.00883	1.00962	69610	78000000	25
2012.05.09	1.00960	1.01044	1.00520	1.00624	77613	0	45
2012.05.10	1.00626	1.01374	1.00597	1.00862	77398	0	45
2012.05.11	1.00861	1.01081	0.99999	1.00182	76483	4168000000	18
2012.05.14	1.00234	1.00331	0.99836	0.99839	63799	0	45
2012.05.15	0.99838	1.00166	0.99805	1.00008	67545	0	45
2012.05.16	1.00011	1.00373	0.99915	1.00295	76157	156000000	35
2012.05.17	1.00298	1.01096	1.00286	1.00795	72799	322500000	26
2012.05.18	1.00798	1.00822	1.00086	1.00599	90457	10669900000	26
2012.05.21	1.00524	1.00873	1.00184	1.00852	76048	0	45
2012.05.22	1.00850	1.00888	0.99917	0.99995	77595	0	45
2012.05.23	0.99996	1.00050	0.99534	0.99913	86501	0	45
